product_1,product_2,p1_aisle,p1_rack,p2_aisle,p2_rack,same_aisle,same_rack,suggestion,lift,confidence,priority
JBL C200 Bass Earphones,Anker PowerCore 10K Powerbank,A3,R4,A3,R5,True,False,"⚠ Same aisle, different racks: Consider moving JBL C200 Bass Earphones closer to Anker PowerCore 10K Powerbank",1.0877074685929995,0.0893732970027248,Low
Mi Fast Charger 20W,JBL C200 Bass Earphones,A3,R4,A3,R4,True,True,✓ Already together: Mi Fast Charger 20W and JBL C200 Bass Earphones on same rack,1.0877074685929995,0.332657200811359,Low
HP Pavilion 15 Laptop,Boat Stone 200 Bluetooth Speaker,A2,R2,A4,R7,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Boat Stone 200 Bluetooth Speaker,1.0873156453008406,0.09260304912478826,Low
HP Pavilion 15 Laptop,Mi Fast Charger 20W,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Mi Fast Charger 20W,1.0873156453008406,0.09260304912478826,Low
Mi Fast Charger 20W,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near HP Pavilion 15 Laptop,1.0873156453008403,0.32093933463796476,Low
Boat Stone 200 Bluetooth Speaker,HP Pavilion 15 Laptop,A4,R7,A2,R2,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near HP Pavilion 15 Laptop,1.0873156453008403,0.32093933463796476,Low
Anker PowerCore 10K Powerbank,JBL C200 Bass Earphones,A3,R5,A3,R4,True,False,"⚠ Same aisle, different racks: Consider moving Anker PowerCore 10K Powerbank closer to JBL C200 Bass Earphones",1.0794583880297268,0.33013435700575816,Low
JBL C200 Bass Earphones,Lenovo Tab M10 Tablet,A3,R4,A1,R3,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Lenovo Tab M10 Tablet,1.0794583880297268,0.09373297002724795,Low
JBL C200 Bass Earphones,Anker PowerCore 10K Powerbank,A3,R4,A3,R5,True,False,"⚠ Same aisle, different racks: Consider moving JBL C200 Bass Earphones closer to Anker PowerCore 10K Powerbank",1.0794583880297268,0.09373297002724795,Low
Lenovo Tab M10 Tablet,JBL C200 Bass Earphones,A1,R3,A3,R4,False,False,❗ Different aisles: Consider relocating Lenovo Tab M10 Tablet near JBL C200 Bass Earphones,1.0794583880297268,0.33013435700575816,Low
HP Pavilion 15 Laptop,JBL C200 Bass Earphones,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near JBL C200 Bass Earphones,1.0746616637219721,0.09994353472614341,Low
JBL C200 Bass Earphones,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near HP Pavilion 15 Laptop,1.0746616637219721,0.3172043010752688,Low
HP Pavilion 15 Laptop,Mi Fast Charger 20W,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Mi Fast Charger 20W,1.0746616637219721,0.09994353472614341,Low
Mi Fast Charger 20W,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near HP Pavilion 15 Laptop,1.0746616637219721,0.3172043010752688,Low
Xiaomi Redmi Note 11 Smartphone,Amazfit Bip U Pro Smartwatch,A1,R1,A4,R6,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Amazfit Bip U Pro Smartwatch,1.074575542660649,0.3191489361702127,Low
Dell Inspiron 3501 Laptop,Amazfit Bip U Pro Smartwatch,A2,R2,A4,R6,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Amazfit Bip U Pro Smartwatch,1.074575542660649,0.3191489361702127,Low
JBL C200 Bass Earphones,Amazfit Bip U Pro Smartwatch,A3,R4,A4,R6,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Amazfit Bip U Pro Smartwatch,1.074575542660649,0.3191489361702127,Low
Xiaomi Redmi Note 11 Smartphone,Lenovo Tab M10 Tablet,A1,R1,A1,R3,True,False,"⚠ Same aisle, different racks: Consider moving Xiaomi Redmi Note 11 Smartphone closer to Lenovo Tab M10 Tablet",1.0709550198891646,0.31343283582089554,Low
HP Pavilion 15 Laptop,Lenovo Tab M10 Tablet,A2,R2,A1,R3,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Lenovo Tab M10 Tablet,1.0709550198891646,0.31343283582089554,Low
Dell Inspiron 3501 Laptop,Lenovo Tab M10 Tablet,A2,R2,A1,R3,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Lenovo Tab M10 Tablet,1.0709550198891646,0.31343283582089554,Low
Amazfit Bip U Pro Smartwatch,Dell Inspiron 3501 Laptop,A4,R6,A2,R2,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Dell Inspiron 3501 Laptop,1.0704345964461572,0.0925925925925926,Low
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,A4,R6,A3,R5,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Anker PowerCore 10K Powerbank,1.0704345964461572,0.0925925925925926,Low
Dell Inspiron 3501 Laptop,Amazfit Bip U Pro Smartwatch,A2,R2,A4,R6,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Amazfit Bip U Pro Smartwatch,1.0704345964461572,0.3179190751445087,Low
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,A3,R5,A4,R6,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Amazfit Bip U Pro Smartwatch,1.0704345964461572,0.3179190751445087,Low
Dell Inspiron 3501 Laptop,Amazfit Bip U Pro Smartwatch,A2,R2,A4,R6,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Amazfit Bip U Pro Smartwatch,1.0701328530785899,0.31782945736434115,Low
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,A3,R5,A4,R6,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Amazfit Bip U Pro Smartwatch,1.0701328530785899,0.31782945736434115,Low
HP Pavilion 15 Laptop,Amazfit Bip U Pro Smartwatch,A2,R2,A4,R6,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Amazfit Bip U Pro Smartwatch,1.0701328530785899,0.31782945736434115,Low
Boat Stone 200 Bluetooth Speaker,HP Pavilion 15 Laptop,A4,R7,A2,R2,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near HP Pavilion 15 Laptop,1.0658613492028246,0.31460674157303375,Low
JBL C200 Bass Earphones,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near HP Pavilion 15 Laptop,1.0658613492028246,0.31460674157303375,Low
HP Pavilion 15 Laptop,Boat Stone 200 Bluetooth Speaker,A2,R2,A4,R7,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Boat Stone 200 Bluetooth Speaker,1.0658613492028246,0.09486166007905138,Low
HP Pavilion 15 Laptop,JBL C200 Bass Earphones,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near JBL C200 Bass Earphones,1.0658613492028246,0.09486166007905138,Low
Mi Fast Charger 20W,Dell Inspiron 3501 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near Dell Inspiron 3501 Laptop,1.0631579425622109,0.085761407366685,Low
Mi Fast Charger 20W,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near HP Pavilion 15 Laptop,1.0631579425622109,0.085761407366685,Low
Dell Inspiron 3501 Laptop,Mi Fast Charger 20W,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Mi Fast Charger 20W,1.0631579425622106,0.32231404958677684,Low
HP Pavilion 15 Laptop,Mi Fast Charger 20W,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Mi Fast Charger 20W,1.0631579425622106,0.32231404958677684,Low
Amazfit Bip U Pro Smartwatch,JBL C200 Bass Earphones,A4,R6,A3,R4,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near JBL C200 Bass Earphones,1.0629811129184323,0.32509505703422054,Low
HP Pavilion 15 Laptop,JBL C200 Bass Earphones,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near JBL C200 Bass Earphones,1.0629811129184323,0.32509505703422054,Low
JBL C200 Bass Earphones,Amazfit Bip U Pro Smartwatch,A3,R4,A4,R6,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Amazfit Bip U Pro Smartwatch,1.0629811129184323,0.09318801089918256,Low
JBL C200 Bass Earphones,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near HP Pavilion 15 Laptop,1.0629811129184323,0.09318801089918256,Low
Amazfit Bip U Pro Smartwatch,Boat Stone 200 Bluetooth Speaker,A4,R6,A4,R7,True,False,"⚠ Same aisle, different racks: Consider moving Amazfit Bip U Pro Smartwatch closer to Boat Stone 200 Bluetooth Speaker",1.059809398619783,0.3161764705882353,Low
Anker PowerCore 10K Powerbank,Boat Stone 200 Bluetooth Speaker,A3,R5,A4,R7,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Boat Stone 200 Bluetooth Speaker,1.059809398619783,0.3161764705882353,Low
Samsung Galaxy A52 Smartphone,Boat Stone 200 Bluetooth Speaker,A1,R1,A4,R7,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near Boat Stone 200 Bluetooth Speaker,1.059809398619783,0.3161764705882353,Low
Boat Stone 200 Bluetooth Speaker,Anker PowerCore 10K Powerbank,A4,R7,A3,R5,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near Anker PowerCore 10K Powerbank,1.056740930201252,0.08770949720670392,Low
Boat Stone 200 Bluetooth Speaker,Samsung Galaxy A52 Smartphone,A4,R7,A1,R1,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near Samsung Galaxy A52 Smartphone,1.056740930201252,0.08770949720670392,Low
Samsung Galaxy A52 Smartphone,Boat Stone 200 Bluetooth Speaker,A1,R1,A4,R7,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near Boat Stone 200 Bluetooth Speaker,1.0567409302012518,0.3152610441767068,Low
Anker PowerCore 10K Powerbank,Boat Stone 200 Bluetooth Speaker,A3,R5,A4,R7,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Boat Stone 200 Bluetooth Speaker,1.0567409302012518,0.3152610441767068,Low
Dell Inspiron 3501 Laptop,Mi Fast Charger 20W,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Mi Fast Charger 20W,1.056371842888697,0.09401709401709403,Low
Mi Fast Charger 20W,Dell Inspiron 3501 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near Dell Inspiron 3501 Laptop,1.056371842888697,0.30898876404494385,Low
Dell Inspiron 3501 Laptop,Amazfit Bip U Pro Smartwatch,A2,R2,A4,R6,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Amazfit Bip U Pro Smartwatch,1.056371842888697,0.09401709401709403,Low
Amazfit Bip U Pro Smartwatch,Dell Inspiron 3501 Laptop,A4,R6,A2,R2,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Dell Inspiron 3501 Laptop,1.056371842888697,0.30898876404494385,Low
Amazfit Bip U Pro Smartwatch,Mi Fast Charger 20W,A4,R6,A3,R4,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Mi Fast Charger 20W,1.0561892691170258,0.0925925925925926,Low
Amazfit Bip U Pro Smartwatch,Dell Inspiron 3501 Laptop,A4,R6,A2,R2,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Dell Inspiron 3501 Laptop,1.0561892691170258,0.0925925925925926,Low
Mi Fast Charger 20W,Amazfit Bip U Pro Smartwatch,A3,R4,A4,R6,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near Amazfit Bip U Pro Smartwatch,1.0561892691170256,0.3136882129277566,Low
Dell Inspiron 3501 Laptop,Amazfit Bip U Pro Smartwatch,A2,R2,A4,R6,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Amazfit Bip U Pro Smartwatch,1.0561892691170256,0.3136882129277566,Low
Xiaomi Redmi Note 11 Smartphone,Anker PowerCore 10K Powerbank,A1,R1,A3,R5,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Anker PowerCore 10K Powerbank,1.0550417527161713,0.31756756756756754,Low
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,A4,R6,A3,R5,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Anker PowerCore 10K Powerbank,1.0550417527161713,0.31756756756756754,Low
HP Pavilion 15 Laptop,Anker PowerCore 10K Powerbank,A2,R2,A3,R5,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Anker PowerCore 10K Powerbank,1.0550417527161713,0.31756756756756754,Low
JBL C200 Bass Earphones,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near HP Pavilion 15 Laptop,1.0542235870988388,0.3111716621253406,Low
HP Pavilion 15 Laptop,JBL C200 Bass Earphones,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near JBL C200 Bass Earphones,1.0542235870988388,0.3224167137210615,Low
JBL C200 Bass Earphones,Anker PowerCore 10K Powerbank,A3,R4,A3,R5,True,False,"⚠ Same aisle, different racks: Consider moving JBL C200 Bass Earphones closer to Anker PowerCore 10K Powerbank",1.0535162711519623,0.0893732970027248,Low
JBL C200 Bass Earphones,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near HP Pavilion 15 Laptop,1.0535162711519623,0.0893732970027248,Low
Anker PowerCore 10K Powerbank,JBL C200 Bass Earphones,A3,R5,A3,R4,True,False,"⚠ Same aisle, different racks: Consider moving Anker PowerCore 10K Powerbank closer to JBL C200 Bass Earphones",1.0535162711519621,0.32220039292730845,Low
HP Pavilion 15 Laptop,JBL C200 Bass Earphones,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near JBL C200 Bass Earphones,1.0535162711519621,0.32220039292730845,Low
JBL C200 Bass Earphones,Amazfit Bip U Pro Smartwatch,A3,R4,A4,R6,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Amazfit Bip U Pro Smartwatch,1.0495509133111314,0.311716621253406,Low
Amazfit Bip U Pro Smartwatch,JBL C200 Bass Earphones,A4,R6,A3,R4,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near JBL C200 Bass Earphones,1.0495509133111314,0.3209876543209877,Low
Xiaomi Redmi Note 11 Smartphone,Amazfit Bip U Pro Smartwatch,A1,R1,A4,R6,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Amazfit Bip U Pro Smartwatch,1.0475121586232699,0.3111111111111111,Low
Amazfit Bip U Pro Smartwatch,Xiaomi Redmi Note 11 Smartphone,A4,R6,A1,R1,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Xiaomi Redmi Note 11 Smartphone,1.0475121586232699,0.09427609427609428,Low
Amazfit Bip U Pro Smartwatch,JBL C200 Bass Earphones,A4,R6,A3,R4,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near JBL C200 Bass Earphones,1.0475121586232699,0.09427609427609428,Low
JBL C200 Bass Earphones,Amazfit Bip U Pro Smartwatch,A3,R4,A4,R6,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Amazfit Bip U Pro Smartwatch,1.0475121586232699,0.3111111111111111,Low
Dell Inspiron 3501 Laptop,Amazfit Bip U Pro Smartwatch,A2,R2,A4,R6,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Amazfit Bip U Pro Smartwatch,1.0465724751439038,0.09401709401709403,Low
Dell Inspiron 3501 Laptop,Anker PowerCore 10K Powerbank,A2,R2,A3,R5,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Anker PowerCore 10K Powerbank,1.0465724751439038,0.09401709401709403,Low
Anker PowerCore 10K Powerbank,Dell Inspiron 3501 Laptop,A3,R5,A2,R2,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Dell Inspiron 3501 Laptop,1.0465724751439038,0.30612244897959184,Low
Amazfit Bip U Pro Smartwatch,Dell Inspiron 3501 Laptop,A4,R6,A2,R2,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Dell Inspiron 3501 Laptop,1.0465724751439038,0.30612244897959184,Low
Lenovo Tab M10 Tablet,HP Pavilion 15 Laptop,A1,R3,A2,R2,False,False,❗ Different aisles: Consider relocating Lenovo Tab M10 Tablet near HP Pavilion 15 Laptop,1.0462683096954195,0.30882352941176466,Low
Xiaomi Redmi Note 11 Smartphone,HP Pavilion 15 Laptop,A1,R1,A2,R2,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near HP Pavilion 15 Laptop,1.0462683096954195,0.30882352941176466,Low
Dell Inspiron 3501 Laptop,HP Pavilion 15 Laptop,A2,R2,A2,R2,True,True,✓ Already together: Dell Inspiron 3501 Laptop and HP Pavilion 15 Laptop on same rack,1.0462683096954195,0.30882352941176466,Low
Anker PowerCore 10K Powerbank,JBL C200 Bass Earphones,A3,R5,A3,R4,True,False,"⚠ Same aisle, different racks: Consider moving Anker PowerCore 10K Powerbank closer to JBL C200 Bass Earphones",1.0458175174434172,0.3198458574181118,Low
JBL C200 Bass Earphones,Dell Inspiron 3501 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Dell Inspiron 3501 Laptop,1.0458175174434172,0.09046321525885558,Low
JBL C200 Bass Earphones,Anker PowerCore 10K Powerbank,A3,R4,A3,R5,True,False,"⚠ Same aisle, different racks: Consider moving JBL C200 Bass Earphones closer to Anker PowerCore 10K Powerbank",1.0458175174434172,0.09046321525885558,Low
Dell Inspiron 3501 Laptop,JBL C200 Bass Earphones,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near JBL C200 Bass Earphones,1.0458175174434172,0.3198458574181118,Low
Dell Inspiron 3501 Laptop,Xiaomi Redmi Note 11 Smartphone,A2,R2,A1,R1,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Xiaomi Redmi Note 11 Smartphone,1.0445076307085241,0.3157894736842105,Low
HP Pavilion 15 Laptop,Xiaomi Redmi Note 11 Smartphone,A2,R2,A1,R1,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Xiaomi Redmi Note 11 Smartphone,1.0445076307085241,0.3157894736842105,Low
Lenovo Tab M10 Tablet,Xiaomi Redmi Note 11 Smartphone,A1,R3,A1,R1,True,False,"⚠ Same aisle, different racks: Consider moving Lenovo Tab M10 Tablet closer to Xiaomi Redmi Note 11 Smartphone",1.0445076307085241,0.3157894736842105,Low
Amazfit Bip U Pro Smartwatch,Xiaomi Redmi Note 11 Smartphone,A4,R6,A1,R1,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Xiaomi Redmi Note 11 Smartphone,1.043139962654847,0.3153759820426487,Low
Xiaomi Redmi Note 11 Smartphone,Amazfit Bip U Pro Smartwatch,A1,R1,A4,R6,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Amazfit Bip U Pro Smartwatch,1.043139962654847,0.3098125689084895,Low
Mi Fast Charger 20W,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near HP Pavilion 15 Laptop,1.0430089068614776,0.30786146234194617,Low
HP Pavilion 15 Laptop,Mi Fast Charger 20W,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Mi Fast Charger 20W,1.0430089068614776,0.31620553359683795,Low
