antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Anker PowerCore 10K Powerbank'}),frozenset({'Xiaomi Redmi Note 11 Smartphone'}),0.301,0.30233333333333334,0.08833333333333333,0.29346622369878184,0.970671081693876,1.0,-0.0026690000000000047,0.987449843260188,-0.0414350917502407,0.17152103559870555,-0.012709665028024137,0.29281910964431923
frozenset({'Dell Inspiron 3501 Laptop'}),frozenset({'Boat Stone 200 Bluetooth Speaker'}),0.2925,0.29833333333333334,0.08,0.27350427350427353,0.9167741011316431,1.0,-0.007262499999999991,0.9658235294117647,-0.11372088471325101,0.1566068515497553,-0.03538583348559592,0.2708303490426396
frozenset({'Boat Stone 200 Bluetooth Speaker'}),frozenset({'Dell Inspiron 3501 Laptop'}),0.29833333333333334,0.2925,0.08,0.2681564245810056,0.916774101131643,1.0,-0.007262499999999991,0.966736641221374,-0.11455800197173831,0.1566068515497553,-0.03440788045087548,0.2708303490426396
frozenset({'Boat Stone 200 Bluetooth Speaker'}),frozenset({'HP Pavilion 15 Laptop'}),0.29833333333333334,0.2951666666666667,0.09016666666666667,0.3022346368715084,1.0239456923935915,1.0,0.0021086111111111028,1.0101294368828397,0.033328796413784494,0.1791390728476821,0.010027860304812107,0.30385588421779824
frozenset({'HP Pavilion 15 Laptop'}),frozenset({'Boat Stone 200 Bluetooth Speaker'}),0.2951666666666667,0.29833333333333334,0.09016666666666667,0.30547713156408807,1.0239456923935912,1.0,0.0021086111111111028,1.0102859078590785,0.03317905720076442,0.1791390728476821,0.010181185126966358,0.30385588421779824
frozenset({'Boat Stone 200 Bluetooth Speaker'}),frozenset({'JBL C200 Bass Earphones'}),0.29833333333333334,0.30583333333333335,0.089,0.2983240223463687,0.9754463945930311,1.0,-0.0022402777777777855,0.9892980360934182,-0.034631718617823104,0.17275962471692005,-0.010817734915195202,0.2946660983666448
frozenset({'JBL C200 Bass Earphones'}),frozenset({'Boat Stone 200 Bluetooth Speaker'}),0.30583333333333335,0.29833333333333334,0.089,0.29100817438692095,0.9754463945930311,1.0,-0.0022402777777777855,0.9896682039456828,-0.03499279751470881,0.17275962471692005,-0.01043965645569462,0.2946660983666448
frozenset({'Boat Stone 200 Bluetooth Speaker'}),frozenset({'Lenovo Tab M10 Tablet'}),0.29833333333333334,0.2926666666666667,0.084,0.2815642458100559,0.9620646212188697,1.0,-0.0033122222222222303,0.9845463970969415,-0.053206489728166904,0.16568047337278108,-0.01569616520727255,0.28429009557017604
frozenset({'Lenovo Tab M10 Tablet'}),frozenset({'Boat Stone 200 Bluetooth Speaker'}),0.2926666666666667,0.29833333333333334,0.084,0.2870159453302961,0.9620646212188696,1.0,-0.0033122222222222303,0.9841267305644301,-0.0528027434045283,0.16568047337278108,-0.016129294066086302,0.28429009557017604
frozenset({'Boat Stone 200 Bluetooth Speaker'}),frozenset({'Mi Fast Charger 20W'}),0.29833333333333334,0.30316666666666664,0.08516666666666667,0.28547486033519553,0.9416432996213158,1.0,-0.00527805555555555,0.975239770654157,-0.08115507491500513,0.16494512588766946,-0.025388863427129062,0.2831992223611107
frozenset({'Mi Fast Charger 20W'}),frozenset({'Boat Stone 200 Bluetooth Speaker'}),0.30316666666666664,0.29833333333333334,0.08516666666666667,0.28092358438702586,0.9416432996213158,1.0,-0.00527805555555555,0.9757887359836902,-0.08167200443928449,0.16494512588766946,-0.024811993747706623,0.2831992223611107
frozenset({'Boat Stone 200 Bluetooth Speaker'}),frozenset({'Samsung Galaxy A52 Smartphone'}),0.29833333333333334,0.2946666666666667,0.088,0.2949720670391061,1.0010364266033012,1.0,9.111111111109738e-05,1.000433174854728,0.0014755632332827259,0.17425742574257425,0.0004329872955190319,0.29680730048787884
frozenset({'Samsung Galaxy A52 Smartphone'}),frozenset({'Boat Stone 200 Bluetooth Speaker'}),0.2946666666666667,0.29833333333333334,0.088,0.2986425339366515,1.0010364266033012,1.0,9.111111111109738e-05,1.0004408602150536,0.0014678925359452447,0.17425742574257425,0.0004406659429712817,0.29680730048787884
frozenset({'Boat Stone 200 Bluetooth Speaker'}),frozenset({'Xiaomi Redmi Note 11 Smartphone'}),0.29833333333333334,0.30233333333333334,0.08883333333333333,0.2977653631284916,0.9848909475032799,1.0,-0.0013627777777777822,0.9934950941394854,-0.021395644987549076,0.17355910126994464,-0.006547496710236596,0.29579558123348504
frozenset({'Xiaomi Redmi Note 11 Smartphone'}),frozenset({'Boat Stone 200 Bluetooth Speaker'}),0.30233333333333334,0.29833333333333334,0.08883333333333333,0.29382579933847847,0.9848909475032798,1.0,-0.0013627777777777822,0.993616965912048,-0.021515675393101893,0.17355910126994464,-0.006424038947536637,0.29579558123348504
frozenset({'Dell Inspiron 3501 Laptop'}),frozenset({'HP Pavilion 15 Laptop'}),0.2925,0.2951666666666667,0.08066666666666666,0.2757834757834758,0.9343313691139777,1.0,-0.005669583333333339,0.97323564122738,-0.09036452626196226,0.15910585141354372,-0.027500389051583217,0.2745377006246571
frozenset({'HP Pavilion 15 Laptop'}),frozenset({'Dell Inspiron 3501 Laptop'}),0.2951666666666667,0.2925,0.08066666666666666,0.27329192546583847,0.9343313691139777,1.0,-0.005669583333333339,0.9735683760683761,-0.09067541086150202,0.15910585141354372,-0.02714922195641203,0.2745377006246571
frozenset({'Dell Inspiron 3501 Laptop'}),frozenset({'JBL C200 Bass Earphones'}),0.2925,0.30583333333333335,0.0895,0.305982905982906,1.0004890658841612,1.0,4.374999999999518e-05,1.0002155172413791,0.000690921294194211,0.17589256469046838,0.00021547080370611308,0.2993129788770116
frozenset({'JBL C200 Bass Earphones'}),frozenset({'Dell Inspiron 3501 Laptop'}),0.30583333333333335,0.2925,0.0895,0.29264305177111716,1.0004890658841612,1.0,4.374999999999518e-05,1.0002022342064716,0.0007041922914416389,0.17589256469046838,0.0002021933160666788,0.2993129788770116
frozenset({'Dell Inspiron 3501 Laptop'}),frozenset({'Lenovo Tab M10 Tablet'}),0.2925,0.2926666666666667,0.08033333333333334,0.2746438746438747,0.9384187060724647,1.0,-0.005271666666666661,0.9751531814611155,-0.08487971125333753,0.15912842522284587,-0.025479913321572102,0.2745656730850353
frozenset({'Lenovo Tab M10 Tablet'}),frozenset({'Dell Inspiron 3501 Laptop'}),0.2926666666666667,0.2925,0.08033333333333334,0.2744874715261959,0.9384187060724647,1.0,-0.005271666666666661,0.9751726844583988,-0.08489801323081264,0.15912842522284587,-0.02545940420325665,0.2745656730850353
frozenset({'Dell Inspiron 3501 Laptop'}),frozenset({'Mi Fast Charger 20W'}),0.2925,0.30316666666666664,0.08766666666666667,0.29971509971509974,0.9886149523312802,1.0,-0.0010095833333333137,0.9950711960943858,-0.016016551979428702,0.17257217847769032,-0.004953217342597796,0.2944424866359996
frozenset({'Mi Fast Charger 20W'}),frozenset({'Dell Inspiron 3501 Laptop'}),0.30316666666666664,0.2925,0.08766666666666667,0.28916987355689944,0.9886149523312802,1.0,-0.0010095833333333137,0.9953151585460172,-0.016257736906918833,0.17257217847769032,-0.004706892499082042,0.2944424866359996
frozenset({'Dell Inspiron 3501 Laptop'}),frozenset({'Samsung Galaxy A52 Smartphone'}),0.2925,0.2946666666666667,0.08533333333333333,0.2917378917378917,0.9900607185675058,1.0,-0.0008566666666666722,0.9958648431214803,-0.013990963035549113,0.1700431750249087,-0.00415232740374523,0.2906653259594436
frozenset({'Samsung Galaxy A52 Smartphone'}),frozenset({'Dell Inspiron 3501 Laptop'}),0.2946666666666667,0.2925,0.08533333333333333,0.28959276018099545,0.9900607185675059,1.0,-0.0008566666666666722,0.9959076433121019,-0.014033337823030782,0.1700431750249087,-0.004109172889052349,0.2906653259594436
frozenset({'Dell Inspiron 3501 Laptop'}),frozenset({'Xiaomi Redmi Note 11 Smartphone'}),0.2925,0.30233333333333334,0.08566666666666667,0.29287749287749293,0.9687237912155223,1.0,-0.0027658333333333285,0.986627719580983,-0.04364234056541741,0.16824877250409165,-0.013553521914725869,0.2881146009040166
frozenset({'Xiaomi Redmi Note 11 Smartphone'}),frozenset({'Dell Inspiron 3501 Laptop'}),0.30233333333333334,0.2925,0.08566666666666667,0.28335170893054024,0.9687237912155222,1.0,-0.0027658333333333285,0.9872346153846153,-0.04423025496918489,0.16824877250409165,-0.01293044674128586,0.2881146009040166
frozenset({'HP Pavilion 15 Laptop'}),frozenset({'JBL C200 Bass Earphones'}),0.2951666666666667,0.30583333333333335,0.09516666666666666,0.3224167137210615,1.0542235870988388,1.0,0.004894861111111093,1.0244743055555554,0.07297415601308427,0.18813838550247117,0.02388962360777167,0.316794187923201
frozenset({'JBL C200 Bass Earphones'}),frozenset({'HP Pavilion 15 Laptop'}),0.30583333333333335,0.2951666666666667,0.09516666666666666,0.3111716621253406,1.0542235870988388,1.0,0.004894861111111093,1.0232351002109705,0.07409548758207285,0.18813838550247117,0.022707489418785386,0.316794187923201
frozenset({'Lenovo Tab M10 Tablet'}),frozenset({'HP Pavilion 15 Laptop'}),0.2926666666666667,0.2951666666666667,0.083,0.2835990888382688,0.9608100130037338,1.0,-0.003385444444444455,0.9838532061473237,-0.05452118379449132,0.16441069659953778,-0.016411791669517003,0.2823980763220141
frozenset({'HP Pavilion 15 Laptop'}),frozenset({'Lenovo Tab M10 Tablet'}),0.2951666666666667,0.2926666666666667,0.083,0.28119706380575943,0.9608100130037337,1.0,-0.003385444444444455,0.9840434668761456,-0.05470398820782469,0.16441069659953778,-0.01621527265915258,0.2823980763220141
frozenset({'Mi Fast Charger 20W'}),frozenset({'HP Pavilion 15 Laptop'}),0.30316666666666664,0.2951666666666667,0.09333333333333334,0.30786146234194617,1.0430089068614776,1.0,0.0038486388888888945,1.0183414085252847,0.05917543649844542,0.18481848184818483,0.018011060310162422,0.31203349796939206
frozenset({'HP Pavilion 15 Laptop'}),frozenset({'Mi Fast Charger 20W'}),0.2951666666666667,0.30316666666666664,0.09333333333333334,0.31620553359683795,1.0430089068614776,1.0,0.0038486388888888945,1.019068400770713,0.058503783400331126,0.18481848184818483,0.018711600473816755,0.31203349796939206
frozenset({'Samsung Galaxy A52 Smartphone'}),frozenset({'HP Pavilion 15 Laptop'}),0.2946666666666667,0.2951666666666667,0.08366666666666667,0.2839366515837104,0.9619536473756422,1.0,-0.0033091111111111238,0.98431700895208,-0.05309699802816218,0.16529469871583796,-0.01593286604344709,0.2836961631718665
frozenset({'HP Pavilion 15 Laptop'}),frozenset({'Samsung Galaxy A52 Smartphone'}),0.2951666666666667,0.2946666666666667,0.08366666666666667,0.2834556747600226,0.9619536473756423,1.0,-0.0033091111111111238,0.9843540845810349,-0.05313266306466408,0.16529469871583796,-0.01589460100185836,0.2836961631718665
frozenset({'Xiaomi Redmi Note 11 Smartphone'}),frozenset({'HP Pavilion 15 Laptop'}),0.30233333333333334,0.2951666666666667,0.085,0.28114663726571115,0.952501312023866,1.0,-0.004238722222222227,0.9804966768916156,-0.06670910103547445,0.16585365853658535,-0.019891268953826726,0.28455976696713003
frozenset({'HP Pavilion 15 Laptop'}),frozenset({'Xiaomi Redmi Note 11 Smartphone'}),0.2951666666666667,0.30233333333333334,0.085,0.28797289666854886,0.9525013120238661,1.0,-0.004238722222222227,0.979831615120275,-0.06607562882569558,0.16585365853658535,-0.02058352125864952,0.28455976696713003
frozenset({'Lenovo Tab M10 Tablet'}),frozenset({'JBL C200 Bass Earphones'}),0.2926666666666667,0.30583333333333335,0.09266666666666666,0.316628701594533,1.0352982068486092,1.0,0.003159444444444423,1.0157972222222222,0.04820177788024024,0.1831960461285008,0.015551550916494088,0.3098129883994463
frozenset({'JBL C200 Bass Earphones'}),frozenset({'Lenovo Tab M10 Tablet'}),0.30583333333333335,0.2926666666666667,0.09266666666666666,0.30299727520435965,1.0352982068486092,1.0,0.003159444444444423,1.0148214751107638,0.04911604929741649,0.1831960461285008,0.014605007357718611,0.3098129883994463
frozenset({'Mi Fast Charger 20W'}),frozenset({'JBL C200 Bass Earphones'}),0.30316666666666664,0.30583333333333335,0.093,0.3067619571192963,1.003036372052195,1.0,0.0002815277777777764,1.0013395453343905,0.004344195751560845,0.18023255813953487,0.0013377533531279406,0.3054245752898934
frozenset({'JBL C200 Bass Earphones'}),frozenset({'Mi Fast Charger 20W'}),0.30583333333333335,0.30316666666666664,0.093,0.30408719346049046,1.003036372052195,1.0,0.0002815277777777764,1.0013227616810234,0.004360884138601656,0.18023255813953487,0.0013210142939351595,0.3054245752898934
frozenset({'Samsung Galaxy A52 Smartphone'}),frozenset({'JBL C200 Bass Earphones'}),0.2946666666666667,0.30583333333333335,0.08933333333333333,0.3031674208144796,0.9912831198293611,1.0,-0.0007855555555555671,0.9961742424242424,-0.012313683689855585,0.17476361265079884,-0.003840450207232265,0.29763275672876566
frozenset({'JBL C200 Bass Earphones'}),frozenset({'Samsung Galaxy A52 Smartphone'}),0.30583333333333335,0.2946666666666667,0.08933333333333333,0.29209809264305175,0.9912831198293611,1.0,-0.0007855555555555671,0.9963715678727226,-0.012509289076046752,0.17476361265079884,-0.003641645591136484,0.29763275672876566
frozenset({'Xiaomi Redmi Note 11 Smartphone'}),frozenset({'JBL C200 Bass Earphones'}),0.30233333333333334,0.30583333333333335,0.09,0.2976846747519294,0.973355884747453,1.0,-0.0024636111111111247,0.9883974358974358,-0.03775440269376343,0.17368928916050172,-0.011738763862766803,0.2959813019536214
frozenset({'JBL C200 Bass Earphones'}),frozenset({'Xiaomi Redmi Note 11 Smartphone'}),0.30583333333333335,0.30233333333333334,0.09,0.2942779291553133,0.973355884747453,1.0,-0.0024636111111111247,0.9885855855855854,-0.03793753929993733,0.17368928916050172,-0.011546207613024412,0.2959813019536214
frozenset({'Mi Fast Charger 20W'}),frozenset({'Lenovo Tab M10 Tablet'}),0.30316666666666664,0.2926666666666667,0.08516666666666667,0.28092358438702586,0.959875573076398,1.0,-0.003560111111111111,0.9836692150866464,-0.05659316761272688,0.16677545691906007,-0.01660190708714537,0.28596293114567695
frozenset({'Lenovo Tab M10 Tablet'}),frozenset({'Mi Fast Charger 20W'}),0.2926666666666667,0.30316666666666664,0.08516666666666667,0.291002277904328,0.959875573076398,1.0,-0.003560111111111111,0.9828428380187417,-0.05579994845109472,0.16677545691906007,-0.017456668876831373,0.28596293114567695
frozenset({'Lenovo Tab M10 Tablet'}),frozenset({'Samsung Galaxy A52 Smartphone'}),0.2926666666666667,0.2946666666666667,0.08483333333333333,0.28986332574031887,0.9836990692544757,1.0,-0.0014057777777777974,0.9932360331462177,-0.022891219664882414,0.16882255389718073,-0.0068100296687350955,0.28887962667106437
frozenset({'Samsung Galaxy A52 Smartphone'}),frozenset({'Lenovo Tab M10 Tablet'}),0.2946666666666667,0.2926666666666667,0.08483333333333333,0.28789592760180993,0.9836990692544758,1.0,-0.0014057777777777974,0.9933005030447445,-0.02295463864405827,0.16882255389718073,-0.006744682938063272,0.28887962667106437
frozenset({'Lenovo Tab M10 Tablet'}),frozenset({'Xiaomi Redmi Note 11 Smartphone'}),0.2926666666666667,0.30233333333333334,0.087,0.2972665148063781,0.9832409530530698,1.0,-0.0014828888888889086,0.9927898433279309,-0.023530116998244276,0.171259842519685,-0.007262520583308978,0.2925141835332883
frozenset({'Xiaomi Redmi Note 11 Smartphone'}),frozenset({'Lenovo Tab M10 Tablet'}),0.30233333333333334,0.2926666666666667,0.087,0.2877618522601984,0.9832409530530697,1.0,-0.0014828888888889086,0.9931135190918472,-0.02384836826483764,0.171259842519685,-0.006934233373894839,0.2925141835332883
frozenset({'Mi Fast Charger 20W'}),frozenset({'Samsung Galaxy A52 Smartphone'}),0.30316666666666664,0.2946666666666667,0.09066666666666667,0.2990654205607477,1.0149278978305916,1.0,0.00133355555555556,1.0062755555555556,0.021107390576417192,0.1787709497206704,0.006236418564387064,0.3033788641265277
frozenset({'Samsung Galaxy A52 Smartphone'}),frozenset({'Mi Fast Charger 20W'}),0.2946666666666667,0.30316666666666664,0.09066666666666667,0.3076923076923077,1.0149278978305918,1.0,0.00133355555555556,1.0065370370370372,0.020853024574669254,0.1787709497206704,0.006494581715820716,0.3033788641265277
frozenset({'Mi Fast Charger 20W'}),frozenset({'Xiaomi Redmi Note 11 Smartphone'}),0.30316666666666664,0.30233333333333334,0.0925,0.30511269928532164,1.0091930516603802,1.0,0.0008426111111111134,1.00399973628692,0.013072436224792153,0.18031189083820667,0.003983802128984663,0.3055331963901801
frozenset({'Xiaomi Redmi Note 11 Smartphone'}),frozenset({'Mi Fast Charger 20W'}),0.30233333333333334,0.30316666666666664,0.0925,0.3059536934950386,1.0091930516603802,1.0,0.0008426111111111134,1.004015620863119,0.013056821752473961,0.18031189083820667,0.003999560145953531,0.3055331963901801
frozenset({'Xiaomi Redmi Note 11 Smartphone'}),frozenset({'Samsung Galaxy A52 Smartphone'}),0.30233333333333334,0.2946666666666667,0.0885,0.2927232635060639,0.9934047404051942,1.0,-0.0005875555555555634,0.9972522733177449,-0.009426369412786153,0.17404129793510326,-0.0027552974866768857,0.29653131501095054
frozenset({'Samsung Galaxy A52 Smartphone'}),frozenset({'Xiaomi Redmi Note 11 Smartphone'}),0.2946666666666667,0.30233333333333334,0.0885,0.3003393665158371,0.9934047404051943,1.0,-0.0005875555555555634,0.9971500943142011,-0.009324864306295816,0.17404129793510326,-0.0028580508611986397,0.29653131501095054
"frozenset({'Boat Stone 200 Bluetooth Speaker', 'Amazfit Bip U Pro Smartwatch'})",frozenset({'Anker PowerCore 10K Powerbank'}),0.08416666666666667,0.301,0.0255,0.30297029702970296,1.0065458373079832,1.0,0.0001658333333333338,1.0028267045454546,0.007100929543792061,0.07089898053753475,0.0028187368093032504,0.19384395250156244
