product,recommended_product,product_category,recommended_category,type,lift,confidence,support
Anker PowerCore 10K Powerbank,Samsung Galaxy A52 Smartphone,Powerbank,Smartphone,cross_category,0.9357947114445063,0.27574750830564787,0.083
Samsung Galaxy A52 Smartphone,Anker PowerCore 10K Powerbank,Smartphone,Powerbank,cross_category,0.9357947114445063,0.2816742081447964,0.083
Anker PowerCore 10K Powerbank,Xiaomi Redmi Note 11 Smartphone,Powerbank,Smartphone,cross_category,0.970671081693876,0.29346622369878184,0.08833333333333333
Xiaomi Redmi Note 11 Smartphone,Anker PowerCore 10K Powerbank,Smartphone,Powerbank,cross_category,0.9706710816938761,0.2921719955898567,0.08833333333333333
Dell Inspiron 3501 Laptop,Boat Stone 200 Bluetooth Speaker,Laptop,Speaker,cross_category,0.9167741011316431,0.27350427350427353,0.08
Boat Stone 200 Bluetooth Speaker,Dell Inspiron 3501 Laptop,Speaker,Laptop,cross_category,0.916774101131643,0.2681564245810056,0.08
HP Pavilion 15 Laptop,Boat Stone 200 Bluetooth Speaker,Laptop,Speaker,cross_category,1.0239456923935912,0.30547713156408807,0.09016666666666667
Boat Stone 200 Bluetooth Speaker,HP Pavilion 15 Laptop,Speaker,Laptop,cross_category,1.0239456923935915,0.3022346368715084,0.09016666666666667
JBL C200 Bass Earphones,Boat Stone 200 Bluetooth Speaker,Earphones,Speaker,cross_category,0.9754463945930311,0.29100817438692095,0.089
Boat Stone 200 Bluetooth Speaker,JBL C200 Bass Earphones,Speaker,Earphones,cross_category,0.9754463945930311,0.2983240223463687,0.089
Lenovo Tab M10 Tablet,Boat Stone 200 Bluetooth Speaker,Tablet,Speaker,cross_category,0.9620646212188696,0.2870159453302961,0.084
Boat Stone 200 Bluetooth Speaker,Lenovo Tab M10 Tablet,Speaker,Tablet,cross_category,0.9620646212188697,0.2815642458100559,0.084
Mi Fast Charger 20W,Boat Stone 200 Bluetooth Speaker,Charger,Speaker,cross_category,0.9416432996213158,0.28092358438702586,0.08516666666666667
Boat Stone 200 Bluetooth Speaker,Mi Fast Charger 20W,Speaker,Charger,cross_category,0.9416432996213158,0.28547486033519553,0.08516666666666667
Boat Stone 200 Bluetooth Speaker,Samsung Galaxy A52 Smartphone,Speaker,Smartphone,cross_category,1.0010364266033012,0.2949720670391061,0.088
Samsung Galaxy A52 Smartphone,Boat Stone 200 Bluetooth Speaker,Smartphone,Speaker,cross_category,1.0010364266033012,0.2986425339366515,0.088
Boat Stone 200 Bluetooth Speaker,Xiaomi Redmi Note 11 Smartphone,Speaker,Smartphone,cross_category,0.9848909475032799,0.2977653631284916,0.08883333333333333
Xiaomi Redmi Note 11 Smartphone,Boat Stone 200 Bluetooth Speaker,Smartphone,Speaker,cross_category,0.9848909475032798,0.29382579933847847,0.08883333333333333
HP Pavilion 15 Laptop,Dell Inspiron 3501 Laptop,Laptop,Laptop,same_category,0.9343313691139777,0.27329192546583847,0.08066666666666666
Dell Inspiron 3501 Laptop,HP Pavilion 15 Laptop,Laptop,Laptop,same_category,0.9343313691139777,0.2757834757834758,0.08066666666666666
Dell Inspiron 3501 Laptop,JBL C200 Bass Earphones,Laptop,Earphones,cross_category,1.0004890658841612,0.305982905982906,0.0895
JBL C200 Bass Earphones,Dell Inspiron 3501 Laptop,Earphones,Laptop,cross_category,1.0004890658841612,0.29264305177111716,0.0895
Dell Inspiron 3501 Laptop,Lenovo Tab M10 Tablet,Laptop,Tablet,cross_category,0.9384187060724647,0.2746438746438747,0.08033333333333334
Lenovo Tab M10 Tablet,Dell Inspiron 3501 Laptop,Tablet,Laptop,cross_category,0.9384187060724647,0.2744874715261959,0.08033333333333334
Dell Inspiron 3501 Laptop,Mi Fast Charger 20W,Laptop,Charger,cross_category,0.9886149523312802,0.29971509971509974,0.08766666666666667
Mi Fast Charger 20W,Dell Inspiron 3501 Laptop,Charger,Laptop,cross_category,0.9886149523312802,0.28916987355689944,0.08766666666666667
Dell Inspiron 3501 Laptop,Samsung Galaxy A52 Smartphone,Laptop,Smartphone,cross_category,0.9900607185675058,0.2917378917378917,0.08533333333333333
Samsung Galaxy A52 Smartphone,Dell Inspiron 3501 Laptop,Smartphone,Laptop,cross_category,0.9900607185675059,0.28959276018099545,0.08533333333333333
Dell Inspiron 3501 Laptop,Xiaomi Redmi Note 11 Smartphone,Laptop,Smartphone,cross_category,0.9687237912155223,0.29287749287749293,0.08566666666666667
Xiaomi Redmi Note 11 Smartphone,Dell Inspiron 3501 Laptop,Smartphone,Laptop,cross_category,0.9687237912155222,0.28335170893054024,0.08566666666666667
HP Pavilion 15 Laptop,JBL C200 Bass Earphones,Laptop,Earphones,cross_category,1.0542235870988388,0.3224167137210615,0.09516666666666666
JBL C200 Bass Earphones,HP Pavilion 15 Laptop,Earphones,Laptop,cross_category,1.0542235870988388,0.3111716621253406,0.09516666666666666
HP Pavilion 15 Laptop,Lenovo Tab M10 Tablet,Laptop,Tablet,cross_category,0.9608100130037337,0.28119706380575943,0.083
Lenovo Tab M10 Tablet,HP Pavilion 15 Laptop,Tablet,Laptop,cross_category,0.9608100130037338,0.2835990888382688,0.083
HP Pavilion 15 Laptop,Mi Fast Charger 20W,Laptop,Charger,cross_category,1.0430089068614776,0.31620553359683795,0.09333333333333334
Mi Fast Charger 20W,HP Pavilion 15 Laptop,Charger,Laptop,cross_category,1.0430089068614776,0.30786146234194617,0.09333333333333334
HP Pavilion 15 Laptop,Samsung Galaxy A52 Smartphone,Laptop,Smartphone,cross_category,0.9619536473756423,0.2834556747600226,0.08366666666666667
Samsung Galaxy A52 Smartphone,HP Pavilion 15 Laptop,Smartphone,Laptop,cross_category,0.9619536473756422,0.2839366515837104,0.08366666666666667
HP Pavilion 15 Laptop,Xiaomi Redmi Note 11 Smartphone,Laptop,Smartphone,cross_category,0.9525013120238661,0.28797289666854886,0.085
Xiaomi Redmi Note 11 Smartphone,HP Pavilion 15 Laptop,Smartphone,Laptop,cross_category,0.952501312023866,0.28114663726571115,0.085
JBL C200 Bass Earphones,Lenovo Tab M10 Tablet,Earphones,Tablet,cross_category,1.0352982068486092,0.30299727520435965,0.09266666666666666
Lenovo Tab M10 Tablet,JBL C200 Bass Earphones,Tablet,Earphones,cross_category,1.0352982068486092,0.316628701594533,0.09266666666666666
JBL C200 Bass Earphones,Mi Fast Charger 20W,Earphones,Charger,cross_category,1.003036372052195,0.30408719346049046,0.093
Mi Fast Charger 20W,JBL C200 Bass Earphones,Charger,Earphones,cross_category,1.003036372052195,0.3067619571192963,0.093
JBL C200 Bass Earphones,Samsung Galaxy A52 Smartphone,Earphones,Smartphone,cross_category,0.9912831198293611,0.29209809264305175,0.08933333333333333
Samsung Galaxy A52 Smartphone,JBL C200 Bass Earphones,Smartphone,Earphones,cross_category,0.9912831198293611,0.3031674208144796,0.08933333333333333
JBL C200 Bass Earphones,Xiaomi Redmi Note 11 Smartphone,Earphones,Smartphone,cross_category,0.973355884747453,0.2942779291553133,0.09
Xiaomi Redmi Note 11 Smartphone,JBL C200 Bass Earphones,Smartphone,Earphones,cross_category,0.973355884747453,0.2976846747519294,0.09
Mi Fast Charger 20W,Lenovo Tab M10 Tablet,Charger,Tablet,cross_category,0.959875573076398,0.28092358438702586,0.08516666666666667
Lenovo Tab M10 Tablet,Mi Fast Charger 20W,Tablet,Charger,cross_category,0.959875573076398,0.291002277904328,0.08516666666666667
Lenovo Tab M10 Tablet,Samsung Galaxy A52 Smartphone,Tablet,Smartphone,cross_category,0.9836990692544757,0.28986332574031887,0.08483333333333333
Samsung Galaxy A52 Smartphone,Lenovo Tab M10 Tablet,Smartphone,Tablet,cross_category,0.9836990692544758,0.28789592760180993,0.08483333333333333
Lenovo Tab M10 Tablet,Xiaomi Redmi Note 11 Smartphone,Tablet,Smartphone,cross_category,0.9832409530530698,0.2972665148063781,0.087
Xiaomi Redmi Note 11 Smartphone,Lenovo Tab M10 Tablet,Smartphone,Tablet,cross_category,0.9832409530530697,0.2877618522601984,0.087
Mi Fast Charger 20W,Samsung Galaxy A52 Smartphone,Charger,Smartphone,cross_category,1.0149278978305916,0.2990654205607477,0.09066666666666667
Samsung Galaxy A52 Smartphone,Mi Fast Charger 20W,Smartphone,Charger,cross_category,1.0149278978305918,0.3076923076923077,0.09066666666666667
Mi Fast Charger 20W,Xiaomi Redmi Note 11 Smartphone,Charger,Smartphone,cross_category,1.0091930516603802,0.30511269928532164,0.0925
Xiaomi Redmi Note 11 Smartphone,Mi Fast Charger 20W,Smartphone,Charger,cross_category,1.0091930516603802,0.3059536934950386,0.0925
Samsung Galaxy A52 Smartphone,Xiaomi Redmi Note 11 Smartphone,Smartphone,Smartphone,same_category,0.9934047404051943,0.3003393665158371,0.0885
Xiaomi Redmi Note 11 Smartphone,Samsung Galaxy A52 Smartphone,Smartphone,Smartphone,same_category,0.9934047404051942,0.2927232635060639,0.0885
Amazfit Bip U Pro Smartwatch,Boat Stone 200 Bluetooth Speaker,Smartwatch,Speaker,cross_category,0.9514826753454046,0.2838589981447124,0.0255
Anker PowerCore 10K Powerbank,Boat Stone 200 Bluetooth Speaker,Powerbank,Speaker,cross_category,0.9514826753454046,0.2838589981447124,0.0255
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,1.0065458373079832,0.30297029702970296,0.0255
Boat Stone 200 Bluetooth Speaker,Anker PowerCore 10K Powerbank,Speaker,Powerbank,cross_category,1.0065458373079832,0.30297029702970296,0.0255
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,0.940057509400575,0.27919708029197077,0.0255
Boat Stone 200 Bluetooth Speaker,Amazfit Bip U Pro Smartwatch,Speaker,Smartwatch,cross_category,0.940057509400575,0.27919708029197077,0.0255
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,0.9400575094005751,0.08585858585858586,0.0255
Amazfit Bip U Pro Smartwatch,Boat Stone 200 Bluetooth Speaker,Smartwatch,Speaker,cross_category,0.9400575094005751,0.08585858585858586,0.0255
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,1.0065458373079832,0.08471760797342193,0.0255
Anker PowerCore 10K Powerbank,Boat Stone 200 Bluetooth Speaker,Powerbank,Speaker,cross_category,1.0065458373079832,0.08471760797342193,0.0255
Boat Stone 200 Bluetooth Speaker,Amazfit Bip U Pro Smartwatch,Speaker,Smartwatch,cross_category,0.9514826753454048,0.08547486033519552,0.0255
Boat Stone 200 Bluetooth Speaker,Anker PowerCore 10K Powerbank,Speaker,Powerbank,cross_category,0.9514826753454048,0.08547486033519552,0.0255
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,1.0132583317469188,0.3049907578558225,0.0275
Dell Inspiron 3501 Laptop,Anker PowerCore 10K Powerbank,Laptop,Powerbank,cross_category,1.0132583317469188,0.3049907578558225,0.0275
Amazfit Bip U Pro Smartwatch,Dell Inspiron 3501 Laptop,Smartwatch,Laptop,cross_category,1.0465724751439038,0.30612244897959184,0.0275
Anker PowerCore 10K Powerbank,Dell Inspiron 3501 Laptop,Powerbank,Laptop,cross_category,1.0465724751439038,0.30612244897959184,0.0275
Dell Inspiron 3501 Laptop,Amazfit Bip U Pro Smartwatch,Laptop,Smartwatch,cross_category,1.0704345964461572,0.3179190751445087,0.0275
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,1.0704345964461572,0.3179190751445087,0.0275
Amazfit Bip U Pro Smartwatch,Dell Inspiron 3501 Laptop,Smartwatch,Laptop,cross_category,1.0704345964461572,0.0925925925925926,0.0275
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,1.0704345964461572,0.0925925925925926,0.0275
Dell Inspiron 3501 Laptop,Amazfit Bip U Pro Smartwatch,Laptop,Smartwatch,cross_category,1.0465724751439038,0.09401709401709403,0.0275
Dell Inspiron 3501 Laptop,Anker PowerCore 10K Powerbank,Laptop,Powerbank,cross_category,1.0465724751439038,0.09401709401709403,0.0275
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,1.0132583317469188,0.09136212624584718,0.0275
Anker PowerCore 10K Powerbank,Dell Inspiron 3501 Laptop,Powerbank,Laptop,cross_category,1.0132583317469188,0.09136212624584718,0.0275
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,0.972676629233354,0.29277566539923955,0.025666666666666667
HP Pavilion 15 Laptop,Anker PowerCore 10K Powerbank,Laptop,Powerbank,cross_category,0.972676629233354,0.29277566539923955,0.025666666666666667
Amazfit Bip U Pro Smartwatch,HP Pavilion 15 Laptop,Smartwatch,Laptop,cross_category,0.9679761232556262,0.2857142857142857,0.025666666666666667
Anker PowerCore 10K Powerbank,HP Pavilion 15 Laptop,Powerbank,Laptop,cross_category,0.9679761232556262,0.2857142857142857,0.025666666666666667
HP Pavilion 15 Laptop,Amazfit Bip U Pro Smartwatch,Laptop,Smartwatch,cross_category,1.0187004293094668,0.3025540275049116,0.025666666666666667
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,1.0187004293094668,0.3025540275049116,0.025666666666666667
Amazfit Bip U Pro Smartwatch,HP Pavilion 15 Laptop,Smartwatch,Laptop,cross_category,1.0187004293094668,0.08641975308641976,0.025666666666666667
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,1.0187004293094668,0.08641975308641976,0.025666666666666667
HP Pavilion 15 Laptop,Amazfit Bip U Pro Smartwatch,Laptop,Smartwatch,cross_category,0.9679761232556263,0.08695652173913043,0.025666666666666667
HP Pavilion 15 Laptop,Anker PowerCore 10K Powerbank,Laptop,Powerbank,cross_category,0.9679761232556263,0.08695652173913043,0.025666666666666667
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,0.972676629233354,0.08527131782945736,0.025666666666666667
Anker PowerCore 10K Powerbank,HP Pavilion 15 Laptop,Powerbank,Laptop,cross_category,0.972676629233354,0.08527131782945736,0.025666666666666667
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,0.9060706735125339,0.2727272727272727,0.026
JBL C200 Bass Earphones,Anker PowerCore 10K Powerbank,Earphones,Powerbank,cross_category,0.9060706735125339,0.2727272727272727,0.026
Amazfit Bip U Pro Smartwatch,JBL C200 Bass Earphones,Smartwatch,Earphones,cross_category,0.9463483188668085,0.2894248608534323,0.026
Anker PowerCore 10K Powerbank,JBL C200 Bass Earphones,Powerbank,Earphones,cross_category,0.9463483188668085,0.2894248608534323,0.026
JBL C200 Bass Earphones,Amazfit Bip U Pro Smartwatch,Earphones,Smartwatch,cross_category,0.9118967452300786,0.2708333333333333,0.026
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,0.9118967452300786,0.2708333333333333,0.026
Amazfit Bip U Pro Smartwatch,JBL C200 Bass Earphones,Smartwatch,Earphones,cross_category,0.9118967452300786,0.08754208754208755,0.026
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,0.9118967452300786,0.08754208754208755,0.026
JBL C200 Bass Earphones,Amazfit Bip U Pro Smartwatch,Earphones,Smartwatch,cross_category,0.9463483188668085,0.08501362397820163,0.026
JBL C200 Bass Earphones,Anker PowerCore 10K Powerbank,Earphones,Powerbank,cross_category,0.9463483188668085,0.08501362397820163,0.026
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,0.9060706735125339,0.08637873754152824,0.026
Anker PowerCore 10K Powerbank,JBL C200 Bass Earphones,Powerbank,Earphones,cross_category,0.9060706735125339,0.08637873754152824,0.026
Amazfit Bip U Pro Smartwatch,Lenovo Tab M10 Tablet,Smartwatch,Tablet,cross_category,1.0206194716445285,0.2987012987012987,0.026833333333333334
Anker PowerCore 10K Powerbank,Lenovo Tab M10 Tablet,Powerbank,Tablet,cross_category,1.0206194716445285,0.2987012987012987,0.026833333333333334
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,1.0130373502466525,0.30492424242424243,0.026833333333333334
Lenovo Tab M10 Tablet,Anker PowerCore 10K Powerbank,Tablet,Powerbank,cross_category,1.0130373502466525,0.30492424242424243,0.026833333333333334
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,1.0404751287668756,0.309021113243762,0.026833333333333334
Lenovo Tab M10 Tablet,Amazfit Bip U Pro Smartwatch,Tablet,Smartwatch,cross_category,1.0404751287668756,0.309021113243762,0.026833333333333334
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,1.0404751287668754,0.09034792368125702,0.026833333333333334
Amazfit Bip U Pro Smartwatch,Lenovo Tab M10 Tablet,Smartwatch,Tablet,cross_category,1.0404751287668754,0.09034792368125702,0.026833333333333334
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,1.0130373502466528,0.08914728682170543,0.026833333333333334
Anker PowerCore 10K Powerbank,Lenovo Tab M10 Tablet,Powerbank,Tablet,cross_category,1.0130373502466528,0.08914728682170543,0.026833333333333334
Lenovo Tab M10 Tablet,Amazfit Bip U Pro Smartwatch,Tablet,Smartwatch,cross_category,1.0206194716445285,0.09168564920273348,0.026833333333333334
Lenovo Tab M10 Tablet,Anker PowerCore 10K Powerbank,Tablet,Powerbank,cross_category,1.0206194716445285,0.09168564920273348,0.026833333333333334
Amazfit Bip U Pro Smartwatch,Mi Fast Charger 20W,Smartwatch,Charger,cross_category,0.8322785358833424,0.2523191094619666,0.02266666666666667
Anker PowerCore 10K Powerbank,Mi Fast Charger 20W,Powerbank,Charger,cross_category,0.8322785358833424,0.2523191094619666,0.02266666666666667
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,0.8461184316946011,0.2546816479400749,0.02266666666666667
Mi Fast Charger 20W,Anker PowerCore 10K Powerbank,Charger,Powerbank,cross_category,0.8461184316946011,0.2546816479400749,0.02266666666666667
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,0.9288285150354116,0.27586206896551724,0.02266666666666667
Mi Fast Charger 20W,Amazfit Bip U Pro Smartwatch,Charger,Smartwatch,cross_category,0.9288285150354116,0.27586206896551724,0.02266666666666667
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,0.9288285150354118,0.07631874298540967,0.02266666666666667
Amazfit Bip U Pro Smartwatch,Mi Fast Charger 20W,Smartwatch,Charger,cross_category,0.9288285150354118,0.07631874298540967,0.02266666666666667
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,0.8461184316946011,0.0753045404208195,0.02266666666666667
Anker PowerCore 10K Powerbank,Mi Fast Charger 20W,Powerbank,Charger,cross_category,0.8461184316946011,0.0753045404208195,0.02266666666666667
Mi Fast Charger 20W,Amazfit Bip U Pro Smartwatch,Charger,Smartwatch,cross_category,0.8322785358833423,0.07476635514018692,0.02266666666666667
Mi Fast Charger 20W,Anker PowerCore 10K Powerbank,Charger,Powerbank,cross_category,0.8322785358833423,0.07476635514018692,0.02266666666666667
Amazfit Bip U Pro Smartwatch,Samsung Galaxy A52 Smartphone,Smartwatch,Smartphone,cross_category,0.8562865705722849,0.2523191094619666,0.02266666666666667
Anker PowerCore 10K Powerbank,Samsung Galaxy A52 Smartphone,Powerbank,Smartphone,cross_category,0.8562865705722849,0.2523191094619666,0.02266666666666667
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,0.8947074109404297,0.2693069306930693,0.02266666666666667
Samsung Galaxy A52 Smartphone,Anker PowerCore 10K Powerbank,Smartphone,Powerbank,cross_category,0.8947074109404297,0.2693069306930693,0.02266666666666667
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,0.9195029275350561,0.27309236947791166,0.02266666666666667
Samsung Galaxy A52 Smartphone,Amazfit Bip U Pro Smartwatch,Smartphone,Smartwatch,cross_category,0.9195029275350561,0.27309236947791166,0.02266666666666667
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,0.9195029275350561,0.07631874298540967,0.02266666666666667
Amazfit Bip U Pro Smartwatch,Samsung Galaxy A52 Smartphone,Smartwatch,Smartphone,cross_category,0.9195029275350561,0.07631874298540967,0.02266666666666667
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,0.8947074109404296,0.0753045404208195,0.02266666666666667
Anker PowerCore 10K Powerbank,Samsung Galaxy A52 Smartphone,Powerbank,Smartphone,cross_category,0.8947074109404296,0.0753045404208195,0.02266666666666667
Samsung Galaxy A52 Smartphone,Amazfit Bip U Pro Smartwatch,Smartphone,Smartwatch,cross_category,0.8562865705722849,0.07692307692307693,0.02266666666666667
Samsung Galaxy A52 Smartphone,Anker PowerCore 10K Powerbank,Smartphone,Powerbank,cross_category,0.8562865705722849,0.07692307692307693,0.02266666666666667
Amazfit Bip U Pro Smartwatch,Xiaomi Redmi Note 11 Smartphone,Smartwatch,Smartphone,cross_category,0.9941232180954971,0.30055658627087195,0.027
Anker PowerCore 10K Powerbank,Xiaomi Redmi Note 11 Smartphone,Powerbank,Smartphone,cross_category,0.9941232180954971,0.30055658627087195,0.027
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,0.9576618862392264,0.28825622775800713,0.027
Xiaomi Redmi Note 11 Smartphone,Anker PowerCore 10K Powerbank,Smartphone,Powerbank,cross_category,0.9576618862392264,0.28825622775800713,0.027
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,1.0291595197255574,0.30566037735849055,0.027
Xiaomi Redmi Note 11 Smartphone,Amazfit Bip U Pro Smartwatch,Smartphone,Smartwatch,cross_category,1.0291595197255574,0.30566037735849055,0.027
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,Smartwatch,Powerbank,cross_category,1.0291595197255574,0.09090909090909091,0.027
Amazfit Bip U Pro Smartwatch,Xiaomi Redmi Note 11 Smartphone,Smartwatch,Smartphone,cross_category,1.0291595197255574,0.09090909090909091,0.027
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,Powerbank,Smartwatch,cross_category,0.9576618862392264,0.08970099667774087,0.027
